user_id,days_active,total_days,avg_steps_last_7_days,meditation_streak,avg_meditation_minutes,avg_sleep_hours,challenge_completion_rate,total_points_earned,social_engagement_score,social_interactions_count,preferred_activity_time,response_rate_to_notifications,mood_correlation_with_exercise,user_type,fitness_level,primary_goal
user_0661,19,90,1621.29,2,0.18,6.03,0.0,0,0.08,8,afternoon,0.33,0.398,dropout,advanced,weight_loss
user_0662,72,90,11188.14,12,13.09,7.06,0.824,1650,0.74,74,morning,0.708,0.574,highly_engaged,intermediate,stress_reduction
user_0663,57,90,4673.71,9,6.71,6.81,0.7,750,0.48,48,morning,0.716,0.418,moderate,intermediate,weight_loss
user_0664,55,90,4577.14,8,6.18,6.85,0.7,950,0.54,54,afternoon,0.39,0.252,moderate,advanced,wellness
user_0665,73,90,10176.14,15,12.53,7.08,0.632,1450,0.57,57,afternoon,0.372,0.466,highly_engaged,intermediate,weight_loss
user_0666,64,90,5543.0,13,9.38,6.88,0.636,900,0.49,49,night,0.758,0.504,moderate,beginner,weight_loss
user_0667,75,90,9669.57,21,13.58,7.07,0.615,900,0.79,79,night,0.513,0.868,highly_engaged,advanced,stress_reduction
user_0668,56,90,5383.57,9,6.74,6.47,0.571,350,0.31,31,night,0.303,0.579,moderate,intermediate,wellness
user_0669,63,90,4568.29,12,8.92,6.86,0.5,400,0.53,53,evening,0.681,0.429,moderate,intermediate,stress_reduction
user_0670,29,90,2683.57,3,2.0,6.1,0.25,50,0.25,25,evening,0.353,0.282,struggling,advanced,wellness
user_0671,31,90,1956.57,3,2.7,6.07,0.5,300,0.08,8,morning,0.434,0.252,struggling,intermediate,wellness
user_0672,21,90,1472.43,2,0.44,6.0,0.0,0,0.02,2,evening,0.305,0.219,dropout,beginner,muscle_gain
user_0673,74,90,11066.29,13,14.03,7.08,0.75,1450,0.51,51,morning,0.33,0.425,highly_engaged,beginner,weight_loss
user_0674,11,90,1948.14,2,0.27,5.89,0.0,0,0.07,7,night,0.431,0.284,dropout,intermediate,stress_reduction
user_0675,65,90,5728.0,13,6.4,7.15,0.8,300,0.47,47,night,0.751,0.513,moderate,advanced,stress_reduction
user_0676,61,90,6034.57,8,6.16,6.64,0.7,1000,0.46,46,evening,0.41,0.41,moderate,advanced,wellness
user_0677,15,90,2133.71,3,0.27,5.8,0.0,0,0.06,6,night,0.317,0.492,dropout,advanced,stress_reduction
user_0678,61,90,5880.57,6,8.18,6.82,0.778,850,0.38,38,night,0.843,0.326,moderate,advanced,weight_loss
user_0679,16,90,1498.86,2,0.31,5.85,0.0,0,0.04,4,night,0.854,0.349,dropout,advanced,stress_reduction
user_0680,78,90,11717.0,19,14.19,7.29,0.737,1500,0.88,88,morning,0.814,0.823,highly_engaged,beginner,wellness
user_0681,36,90,1717.43,4,2.62,6.28,1.0,350,0.24,24,morning,0.63,0.488,struggling,advanced,stress_reduction
user_0682,72,90,10600.43,16,12.46,6.96,0.875,1600,1.0,104,morning,0.86,0.696,highly_engaged,intermediate,wellness
user_0683,12,90,1973.14,3,0.0,5.9,0.0,0,0.0,0,evening,0.475,0.583,dropout,advanced,stress_reduction
user_0684,21,90,2188.0,2,0.0,5.81,0.0,0,0.03,3,evening,0.691,0.452,dropout,intermediate,stress_reduction
user_0685,20,90,1754.57,4,0.0,6.01,0.5,100,0.02,2,evening,0.761,0.582,dropout,advanced,stress_reduction
user_0686,77,90,10108.86,14,12.37,7.25,0.85,2000,1.0,149,afternoon,0.886,0.471,highly_engaged,advanced,stress_reduction
user_0687,15,90,2020.57,1,0.12,5.78,0.0,0,0.05,5,afternoon,0.889,0.471,dropout,beginner,wellness
user_0688,54,90,7268.14,8,6.3,6.74,0.8,350,0.3,30,night,0.367,0.544,moderate,beginner,stress_reduction
user_0689,75,90,8286.0,19,11.83,7.13,0.857,1500,0.8,80,afternoon,0.698,0.496,highly_engaged,intermediate,weight_loss
user_0690,30,90,2273.71,3,1.51,6.15,0.0,0,0.17,17,evening,0.316,0.483,struggling,beginner,muscle_gain
user_0691,82,90,8769.43,27,13.79,7.31,0.75,1500,1.0,124,evening,0.555,0.859,highly_engaged,advanced,muscle_gain
user_0692,33,90,2589.29,3,2.47,6.42,0.5,300,0.24,24,afternoon,0.353,0.592,struggling,beginner,stress_reduction
user_0693,18,90,1644.71,1,0.39,5.81,0.0,0,0.01,1,afternoon,0.44,0.28,dropout,advanced,muscle_gain
user_0694,42,90,3002.43,4,1.62,6.42,0.2,50,0.18,18,evening,0.598,0.384,struggling,intermediate,wellness
user_0695,57,90,6457.86,6,7.06,6.8,0.6,750,0.56,56,morning,0.417,0.524,moderate,advanced,muscle_gain
user_0696,17,90,1960.29,2,0.44,5.76,0.333,50,0.02,2,night,0.41,0.57,dropout,beginner,wellness
user_0697,75,90,10491.57,17,13.58,7.11,0.833,1250,0.72,72,morning,0.567,0.788,highly_engaged,advanced,weight_loss
user_0698,39,90,2230.57,4,2.62,6.29,0.333,150,0.19,19,afternoon,0.406,0.446,struggling,intermediate,wellness
user_0699,76,90,5800.71,19,13.42,7.17,0.833,1350,1.0,126,afternoon,0.767,0.54,highly_engaged,intermediate,stress_reduction
user_0700,20,90,1873.71,2,0.0,5.99,0.5,150,0.07,7,night,0.627,0.46,dropout,beginner,stress_reduction
user_0701,61,90,3730.0,13,9.16,6.68,0.571,700,0.59,59,evening,0.664,0.441,moderate,beginner,wellness
user_0702,13,90,1454.14,3,0.21,5.7,0.0,0,0.09,9,morning,0.443,0.21,dropout,intermediate,muscle_gain
user_0703,36,90,2423.0,3,1.11,6.32,0.0,0,0.06,6,night,0.545,0.27,struggling,beginner,weight_loss
user_0704,16,90,1475.0,3,0.53,5.77,0.0,0,0.1,10,afternoon,0.486,0.311,dropout,beginner,muscle_gain
user_0705,71,90,10062.0,12,12.14,7.13,0.75,1200,1.0,133,night,0.468,0.718,highly_engaged,beginner,weight_loss
user_0706,35,90,2763.86,7,2.91,6.3,0.25,50,0.06,6,evening,0.507,0.569,struggling,advanced,wellness
user_0707,73,90,9442.86,11,13.2,7.07,0.75,1300,0.93,93,night,0.562,0.418,highly_engaged,beginner,stress_reduction
user_0708,56,90,5791.29,5,6.06,6.66,0.545,850,0.2,20,night,0.771,0.596,moderate,advanced,wellness
user_0709,53,90,5583.43,9,5.69,6.61,0.583,1000,0.59,59,night,0.326,0.444,moderate,beginner,weight_loss
user_0710,78,90,10490.71,36,14.31,7.28,0.909,1600,1.0,131,morning,0.556,0.854,highly_engaged,beginner,muscle_gain
user_0711,64,90,6881.43,10,7.66,6.82,0.4,350,0.42,42,night,0.711,0.436,moderate,intermediate,weight_loss
user_0712,23,90,1935.57,3,1.01,5.9,0.0,0,0.02,2,night,0.55,0.329,dropout,beginner,weight_loss
user_0713,51,90,4884.86,7,6.84,6.63,0.417,500,0.27,27,night,0.633,0.534,moderate,intermediate,muscle_gain
user_0714,61,90,6447.86,9,6.47,6.76,0.6,450,0.26,26,morning,0.517,0.473,moderate,intermediate,stress_reduction
user_0715,39,90,2237.57,8,2.46,6.32,0.167,250,0.05,5,night,0.756,0.378,struggling,advanced,muscle_gain
user_0716,58,90,5581.71,6,6.41,6.83,0.857,650,0.42,42,morning,0.843,0.416,moderate,advanced,wellness
user_0717,82,90,12085.0,25,15.16,7.32,0.846,1850,0.88,88,evening,0.709,0.875,highly_engaged,intermediate,weight_loss
user_0718,18,90,1307.71,2,0.49,5.72,0.0,0,0.07,7,evening,0.435,0.486,dropout,beginner,muscle_gain
user_0719,17,90,1858.29,3,0.12,5.92,0.0,0,0.02,2,morning,0.775,0.525,dropout,intermediate,weight_loss
user_0720,77,90,10036.43,20,12.74,7.16,0.769,1550,0.96,96,afternoon,0.899,0.417,highly_engaged,intermediate,muscle_gain
user_0721,52,90,3099.71,8,6.82,6.57,0.444,550,0.21,21,morning,0.436,0.356,moderate,intermediate,muscle_gain
user_0722,77,90,10330.86,19,11.39,7.2,0.7,800,0.77,77,morning,0.478,0.657,highly_engaged,advanced,wellness
user_0723,78,90,10527.57,20,13.86,7.3,0.8,2400,0.59,59,morning,0.589,0.437,highly_engaged,beginner,wellness
user_0724,62,90,4949.14,10,7.79,7.09,0.5,500,0.23,23,evening,0.584,0.362,moderate,beginner,muscle_gain
user_0725,78,90,10961.0,20,13.72,7.38,0.789,2050,1.0,149,afternoon,0.611,0.549,highly_engaged,intermediate,stress_reduction
user_0726,79,90,9402.57,23,11.61,7.14,1.0,1650,1.0,138,morning,0.438,0.505,highly_engaged,intermediate,wellness
user_0727,16,90,1689.14,2,0.71,5.88,0.0,0,0.0,0,afternoon,0.437,0.55,dropout,advanced,muscle_gain
user_0728,34,90,2678.14,3,2.17,6.28,0.167,200,0.24,24,evening,0.805,0.418,struggling,advanced,stress_reduction
user_0729,14,90,1430.71,3,0.09,5.92,0.0,0,0.06,6,night,0.326,0.489,dropout,intermediate,wellness
user_0730,71,90,7444.43,14,12.13,7.11,0.875,2050,1.0,138,evening,0.504,0.613,highly_engaged,intermediate,stress_reduction
user_0731,17,90,1564.0,3,0.63,5.78,0.0,0,0.1,10,evening,0.611,0.219,dropout,advanced,weight_loss
user_0732,20,90,1145.43,3,0.18,5.98,0.667,400,0.08,8,morning,0.661,0.259,dropout,advanced,stress_reduction
user_0733,33,90,3117.14,6,2.23,6.26,0.333,100,0.16,16,night,0.471,0.338,struggling,beginner,muscle_gain
user_0734,16,90,1989.86,2,0.51,5.87,0.0,0,0.1,10,afternoon,0.57,0.504,dropout,advanced,weight_loss
user_0735,57,90,7696.14,10,6.16,6.73,0.4,400,0.52,52,night,0.827,0.741,moderate,advanced,wellness
user_0736,38,90,2187.29,5,2.01,6.27,0.333,300,0.24,24,evening,0.783,0.511,struggling,intermediate,weight_loss
user_0737,52,90,4924.71,5,6.47,6.6,0.6,400,0.25,25,morning,0.796,0.393,moderate,intermediate,stress_reduction
user_0738,57,90,5443.71,8,7.04,6.59,0.444,450,0.3,30,afternoon,0.584,0.491,moderate,intermediate,wellness
user_0739,22,90,1531.86,3,0.33,6.04,1.0,50,0.0,0,evening,0.787,0.476,dropout,advanced,weight_loss
user_0740,81,90,10892.0,18,15.36,7.32,0.9,2500,1.0,129,morning,0.702,0.769,highly_engaged,advanced,wellness
user_0741,48,90,4451.86,7,4.32,6.49,0.545,850,0.41,41,evening,0.513,0.41,moderate,beginner,weight_loss
user_0742,30,90,2282.14,4,2.2,6.13,0.0,0,0.22,22,evening,0.621,0.482,struggling,advanced,weight_loss
user_0743,32,90,3962.29,4,1.78,6.17,0.333,100,0.1,10,afternoon,0.741,0.355,struggling,beginner,weight_loss
user_0744,62,90,6075.43,7,6.04,6.81,0.75,850,0.4,40,evening,0.672,0.213,moderate,intermediate,weight_loss
user_0745,76,90,10368.86,17,14.07,7.22,0.789,1800,0.98,98,night,0.511,0.402,highly_engaged,intermediate,wellness
user_0746,59,90,5017.0,9,8.19,6.71,0.625,950,0.52,52,evening,0.561,0.421,moderate,advanced,weight_loss
user_0747,34,90,2843.86,5,1.82,6.35,0.75,450,0.2,20,evening,0.394,0.54,struggling,advanced,wellness
user_0748,72,90,11137.86,17,12.14,7.17,0.889,2300,0.73,73,afternoon,0.78,0.734,highly_engaged,intermediate,wellness
user_0749,82,90,9524.57,29,14.98,7.28,0.714,1050,1.0,115,evening,0.426,0.84,highly_engaged,intermediate,stress_reduction
user_0750,20,90,1930.29,2,0.48,6.02,0.0,0,0.06,6,morning,0.53,0.394,dropout,advanced,wellness
user_0751,56,90,5489.29,7,7.61,6.83,0.25,300,0.3,30,evening,0.76,0.312,moderate,beginner,muscle_gain
user_0752,58,90,6087.57,6,6.73,6.7,0.375,200,0.32,32,night,0.483,0.576,moderate,advanced,stress_reduction
user_0753,60,90,5334.14,14,5.8,6.84,0.6,300,0.2,20,morning,0.6,0.588,moderate,beginner,wellness
user_0754,78,90,8729.0,19,13.73,7.18,0.833,1550,0.89,89,night,0.66,0.674,highly_engaged,beginner,wellness
user_0755,70,90,8854.43,11,10.78,6.97,0.833,1400,0.57,57,afternoon,0.521,0.82,highly_engaged,intermediate,weight_loss
user_0756,77,90,11027.71,15,13.07,7.05,0.8,900,0.72,72,evening,0.852,0.793,highly_engaged,advanced,weight_loss
user_0757,79,90,11948.0,18,14.44,7.38,0.8,750,1.0,141,afternoon,0.779,0.776,highly_engaged,advanced,wellness
user_0758,75,90,12558.0,27,12.17,7.19,0.688,1150,0.71,71,morning,0.326,0.586,highly_engaged,advanced,weight_loss
user_0759,57,90,5185.29,5,7.32,6.76,0.636,1000,0.56,56,afternoon,0.573,0.253,moderate,beginner,weight_loss
user_0760,38,90,2464.43,5,2.21,6.28,0.4,350,0.15,15,morning,0.724,0.215,struggling,beginner,weight_loss
user_0761,77,90,9371.0,23,12.38,7.33,0.867,1350,0.82,82,morning,0.561,0.592,highly_engaged,beginner,muscle_gain
user_0762,32,90,2967.86,3,2.31,6.13,0.0,0,0.07,7,afternoon,0.326,0.434,struggling,advanced,stress_reduction
user_0763,80,90,11073.71,24,12.23,7.3,0.789,2050,1.0,103,afternoon,0.387,0.619,highly_engaged,beginner,weight_loss
user_0764,23,90,1910.29,4,0.07,6.01,0.0,0,0.02,2,night,0.689,0.209,dropout,beginner,wellness
user_0765,46,90,3797.43,5,3.6,6.53,0.0,0,0.18,18,afternoon,0.479,0.465,struggling,beginner,muscle_gain
user_0766,20,90,1802.29,4,0.36,5.9,0.0,0,0.06,6,morning,0.854,0.336,dropout,beginner,wellness
user_0767,81,90,11505.14,26,14.71,7.28,0.842,2400,1.0,141,night,0.879,0.492,highly_engaged,intermediate,muscle_gain
user_0768,80,90,11884.29,21,14.82,7.35,0.857,1500,0.96,96,night,0.594,0.549,highly_engaged,intermediate,wellness
user_0769,36,90,4016.86,4,2.12,6.31,0.0,0,0.25,25,night,0.458,0.312,struggling,advanced,muscle_gain
user_0770,38,90,2967.43,6,2.31,6.37,0.5,50,0.08,8,evening,0.854,0.509,struggling,advanced,muscle_gain
user_0771,63,90,5464.29,13,8.66,7.06,0.333,350,0.47,47,afternoon,0.822,0.371,moderate,intermediate,muscle_gain
user_0772,61,90,5877.71,7,7.14,6.77,0.5,700,0.28,28,night,0.791,0.506,moderate,advanced,muscle_gain
user_0773,58,90,7383.0,8,8.22,6.65,0.583,750,0.32,32,morning,0.427,0.541,moderate,beginner,wellness
user_0774,56,90,7145.86,5,7.58,6.86,0.6,500,0.54,54,afternoon,0.309,0.607,moderate,advanced,muscle_gain
user_0775,51,90,5365.71,8,6.31,6.59,0.8,600,0.3,30,afternoon,0.379,0.22,moderate,advanced,muscle_gain
user_0776,78,90,11629.14,28,13.33,7.28,0.85,2450,1.0,142,afternoon,0.659,0.767,highly_engaged,intermediate,wellness
user_0777,78,90,10009.86,26,14.93,7.28,0.8,2000,0.64,64,afternoon,0.618,0.833,highly_engaged,beginner,weight_loss
user_0778,80,90,9876.43,19,13.01,7.19,0.769,1200,1.0,131,afternoon,0.704,0.503,highly_engaged,beginner,weight_loss
user_0779,18,90,1965.0,2,0.3,5.71,0.0,0,0.02,2,morning,0.491,0.35,dropout,beginner,stress_reduction
user_0780,60,90,4567.86,7,6.43,6.87,0.6,350,0.57,57,morning,0.828,0.284,moderate,beginner,stress_reduction
user_0781,24,90,1543.14,3,0.31,6.02,0.0,0,0.0,0,night,0.463,0.49,dropout,advanced,wellness
user_0782,81,90,10047.86,14,14.86,7.25,0.8,1500,0.95,95,evening,0.686,0.716,highly_engaged,beginner,wellness
user_0783,59,90,4297.14,7,5.96,6.88,0.571,500,0.2,20,night,0.401,0.564,moderate,beginner,muscle_gain
user_0784,32,90,4225.86,3,0.92,6.21,0.5,100,0.2,20,morning,0.81,0.255,struggling,intermediate,wellness
user_0785,79,90,11691.71,20,12.9,7.2,0.867,1950,0.52,52,night,0.595,0.765,highly_engaged,beginner,wellness
user_0786,14,90,1860.14,2,0.48,5.77,0.0,0,0.09,9,morning,0.441,0.253,dropout,advanced,wellness
user_0787,53,90,3818.71,7,6.26,6.73,0.778,750,0.31,31,morning,0.516,0.236,moderate,intermediate,muscle_gain
user_0788,65,90,7078.0,15,7.88,6.91,0.6,600,0.5,50,morning,0.859,0.567,moderate,advanced,wellness
user_0789,61,90,7475.43,7,5.6,6.97,0.667,1350,0.42,42,evening,0.83,0.875,moderate,advanced,weight_loss
user_0790,22,90,1838.57,2,0.72,6.07,0.5,50,0.09,9,afternoon,0.89,0.355,dropout,beginner,weight_loss
user_0791,38,90,3533.14,5,1.68,6.32,0.5,350,0.14,14,afternoon,0.543,0.548,struggling,beginner,weight_loss
user_0792,46,90,2427.14,7,2.7,6.46,0.333,150,0.18,18,evening,0.852,0.417,struggling,advanced,stress_reduction
user_0793,75,90,12903.0,14,13.09,7.23,0.714,1550,1.0,132,night,0.509,0.794,highly_engaged,intermediate,wellness
user_0794,20,90,2050.29,3,0.6,6.23,1.0,50,0.03,3,morning,0.498,0.437,dropout,intermediate,wellness
user_0795,74,90,7311.29,24,12.47,7.25,0.8,800,1.0,120,morning,0.889,0.788,highly_engaged,beginner,stress_reduction
user_0796,77,90,10560.29,24,13.36,7.21,0.75,2150,1.0,127,morning,0.642,0.685,highly_engaged,advanced,wellness
user_0797,18,90,1655.86,3,0.2,5.96,0.0,0,0.03,3,night,0.481,0.435,dropout,beginner,wellness
user_0798,19,90,1530.57,2,0.66,5.94,0.333,250,0.08,8,morning,0.656,0.478,dropout,beginner,muscle_gain
user_0799,55,90,5189.71,4,6.4,6.65,0.25,100,0.43,43,night,0.334,0.567,moderate,intermediate,stress_reduction
user_0800,11,90,1791.43,2,0.18,5.54,0.0,0,0.05,5,evening,0.518,0.536,dropout,advanced,stress_reduction
user_0801,16,90,1973.29,3,0.11,5.89,0.0,0,0.06,6,morning,0.47,0.367,dropout,beginner,weight_loss
user_0802,61,90,6298.71,11,7.31,6.69,0.818,1300,0.46,46,morning,0.759,0.504,moderate,intermediate,stress_reduction
user_0803,80,90,11516.71,18,14.01,7.25,0.867,1650,0.92,92,afternoon,0.821,0.459,highly_engaged,advanced,muscle_gain
user_0804,67,90,7032.14,14,7.38,6.97,0.667,300,0.52,52,morning,0.895,0.818,moderate,advanced,weight_loss
user_0805,60,90,3246.43,9,8.29,6.74,0.286,350,0.2,20,afternoon,0.328,0.556,moderate,advanced,wellness
user_0806,15,90,2050.14,2,0.1,5.82,0.0,0,0.07,7,evening,0.677,0.434,dropout,advanced,weight_loss
user_0807,82,90,10059.29,20,13.84,7.29,0.526,1500,0.96,96,night,0.748,0.563,highly_engaged,advanced,muscle_gain
user_0808,61,90,6181.71,10,6.74,6.73,0.545,900,0.21,21,morning,0.773,0.596,moderate,advanced,wellness
user_0809,61,90,5919.43,8,7.62,6.98,0.714,800,0.55,55,morning,0.885,0.545,moderate,intermediate,stress_reduction
user_0810,15,90,1570.29,2,0.12,5.83,0.0,0,0.09,9,evening,0.447,0.213,dropout,advanced,wellness
user_0811,81,90,12506.29,19,13.41,7.3,0.882,2350,0.84,84,morning,0.814,0.749,highly_engaged,advanced,weight_loss
user_0812,59,90,5425.14,10,5.64,6.62,0.667,600,0.4,40,afternoon,0.404,0.527,moderate,intermediate,weight_loss
user_0813,22,90,1298.86,2,0.22,5.9,0.0,0,0.04,4,afternoon,0.88,0.268,dropout,advanced,weight_loss
user_0814,27,90,2302.14,4,0.27,5.98,0.0,0,0.0,0,evening,0.426,0.222,dropout,advanced,weight_loss
user_0815,27,90,2670.71,3,2.37,6.22,1.0,500,0.14,14,evening,0.569,0.307,struggling,advanced,weight_loss
user_0816,59,90,5654.57,12,7.18,6.82,0.8,950,0.28,28,night,0.654,0.574,moderate,intermediate,weight_loss
user_0817,15,90,1256.29,3,0.11,5.91,1.0,150,0.02,2,morning,0.38,0.395,dropout,intermediate,stress_reduction
user_0818,63,90,3800.43,9,6.16,6.78,0.875,950,0.24,24,afternoon,0.498,0.541,moderate,intermediate,weight_loss
user_0819,59,90,4215.29,8,5.47,6.78,0.556,400,0.37,37,evening,0.593,0.562,moderate,intermediate,stress_reduction
user_0820,59,90,5960.0,5,8.72,6.77,0.545,950,0.53,53,night,0.312,0.327,moderate,advanced,muscle_gain
user_0821,76,90,9243.43,27,12.27,7.21,0.615,900,0.92,92,evening,0.518,0.86,highly_engaged,advanced,wellness
user_0822,22,90,2080.0,3,0.14,6.12,0.0,0,0.09,9,night,0.548,0.28,dropout,intermediate,stress_reduction
user_0823,41,90,3348.86,4,1.88,6.44,0.5,250,0.11,11,afternoon,0.305,0.245,struggling,advanced,weight_loss
user_0824,75,90,11178.71,15,12.26,7.26,0.5,350,1.0,104,morning,0.361,0.894,highly_engaged,intermediate,stress_reduction
user_0825,80,90,7985.29,28,12.61,7.3,0.8,900,1.0,118,afternoon,0.682,0.5,highly_engaged,beginner,muscle_gain
user_0826,56,90,6820.14,6,6.71,6.76,0.5,550,0.51,51,evening,0.856,0.372,moderate,intermediate,muscle_gain
user_0827,37,90,3582.14,6,3.08,6.27,0.333,100,0.24,24,afternoon,0.74,0.593,struggling,advanced,weight_loss
user_0828,54,90,6001.86,6,7.02,6.67,0.667,600,0.34,34,night,0.764,0.211,moderate,beginner,stress_reduction
user_0829,33,90,2205.43,5,2.01,6.28,0.667,450,0.21,21,afternoon,0.868,0.471,struggling,advanced,stress_reduction
user_0830,48,90,4184.29,5,5.12,6.65,0.714,600,0.45,45,afternoon,0.619,0.245,moderate,beginner,stress_reduction
user_0831,55,90,6863.14,11,6.79,6.84,0.727,850,0.23,23,morning,0.875,0.397,moderate,intermediate,weight_loss
user_0832,74,90,12098.57,23,11.53,7.16,0.5,1250,1.0,132,morning,0.638,0.811,highly_engaged,intermediate,weight_loss
user_0833,77,90,7997.0,21,14.26,7.04,0.923,1600,0.81,81,evening,0.883,0.74,highly_engaged,advanced,stress_reduction
user_0834,71,90,8203.14,10,10.9,7.0,0.75,1300,1.0,118,morning,0.866,0.667,highly_engaged,beginner,stress_reduction
user_0835,40,90,2853.43,7,3.11,6.4,0.5,200,0.17,17,evening,0.734,0.268,struggling,advanced,wellness
user_0836,27,90,1149.14,3,1.53,6.05,0.5,250,0.1,10,afternoon,0.537,0.539,struggling,advanced,stress_reduction
user_0837,32,90,1677.14,4,3.19,6.26,0.5,50,0.2,20,morning,0.635,0.426,struggling,intermediate,wellness
user_0838,55,90,5631.71,10,6.0,6.7,0.75,800,0.37,37,night,0.449,0.547,moderate,beginner,weight_loss
user_0839,18,90,2058.43,4,0.26,5.85,0.333,50,0.02,2,morning,0.401,0.441,dropout,intermediate,stress_reduction
user_0840,59,90,3962.57,9,6.06,6.68,0.625,500,0.43,43,afternoon,0.534,0.494,moderate,intermediate,wellness
user_0841,77,90,8675.0,19,12.67,7.31,0.842,1700,1.0,128,night,0.468,0.879,highly_engaged,beginner,muscle_gain
user_0842,39,90,4086.57,4,2.51,6.3,0.25,50,0.22,22,afternoon,0.87,0.406,struggling,intermediate,weight_loss
user_0843,17,90,1699.14,2,0.49,5.97,0.5,50,0.09,9,afternoon,0.526,0.23,dropout,advanced,muscle_gain
user_0844,75,90,9145.71,22,12.77,7.21,0.643,1050,1.0,112,morning,0.622,0.744,highly_engaged,advanced,weight_loss
user_0845,79,90,9837.29,13,12.96,7.19,0.895,1950,1.0,121,morning,0.36,0.416,highly_engaged,intermediate,stress_reduction
user_0846,33,90,3193.86,4,2.01,6.31,0.5,250,0.24,24,evening,0.333,0.494,struggling,advanced,stress_reduction
user_0847,55,90,7009.0,8,5.88,6.63,0.333,100,0.37,37,night,0.675,0.817,moderate,advanced,wellness
user_0848,36,90,2697.14,4,2.61,6.24,0.0,0,0.09,9,night,0.343,0.406,struggling,advanced,weight_loss
user_0849,34,90,2723.71,5,1.96,6.24,0.6,450,0.13,13,night,0.4,0.226,struggling,beginner,muscle_gain
user_0850,35,90,3638.71,5,2.27,6.08,0.667,500,0.25,25,evening,0.897,0.485,struggling,beginner,stress_reduction
user_0851,18,90,1907.14,3,0.29,5.98,0.0,0,0.06,6,morning,0.499,0.23,dropout,intermediate,weight_loss
user_0852,37,90,3539.0,5,2.32,6.37,0.0,0,0.17,17,afternoon,0.698,0.271,struggling,intermediate,muscle_gain
user_0853,61,90,5443.43,10,7.48,6.82,0.5,450,0.22,22,morning,0.588,0.596,moderate,advanced,muscle_gain
user_0854,37,90,3787.29,3,1.78,6.37,0.25,50,0.18,18,evening,0.73,0.412,struggling,intermediate,weight_loss
user_0855,61,90,8216.0,13,7.66,6.82,0.4,200,0.22,22,morning,0.644,0.789,moderate,advanced,muscle_gain
user_0856,15,90,1834.29,2,0.46,5.85,0.0,0,0.06,6,night,0.836,0.286,dropout,advanced,wellness
user_0857,60,90,5563.29,13,7.44,6.8,0.583,750,0.3,30,morning,0.493,0.576,moderate,intermediate,stress_reduction
user_0858,58,90,6886.57,8,7.36,6.71,0.6,900,0.26,26,evening,0.426,0.558,moderate,advanced,muscle_gain
user_0859,21,90,1971.86,2,0.27,5.92,1.0,100,0.07,7,afternoon,0.715,0.539,dropout,advanced,weight_loss
user_0860,57,90,5483.0,8,5.06,6.8,0.636,800,0.35,35,evening,0.331,0.477,moderate,intermediate,muscle_gain
user_0861,14,90,1870.57,1,0.5,5.68,0.333,150,0.06,6,afternoon,0.849,0.543,dropout,beginner,weight_loss
user_0862,54,90,2924.86,6,6.32,6.67,0.625,700,0.31,31,morning,0.545,0.207,moderate,beginner,weight_loss
user_0863,17,90,1602.43,3,0.31,5.92,0.0,0,0.07,7,night,0.353,0.431,dropout,intermediate,wellness
user_0864,69,90,8231.0,13,11.21,6.92,0.818,1450,0.86,86,evening,0.524,0.72,highly_engaged,beginner,stress_reduction
user_0865,17,90,2184.57,2,0.12,5.86,0.0,0,0.04,4,morning,0.336,0.435,dropout,beginner,weight_loss
user_0866,61,90,5930.29,5,7.89,6.75,0.583,700,0.55,55,night,0.694,0.397,moderate,advanced,stress_reduction
user_0867,72,90,6764.14,12,9.62,6.96,0.4,250,0.51,51,night,0.479,0.383,moderate,advanced,stress_reduction
user_0868,80,90,9374.86,30,13.79,7.41,0.917,1650,1.0,127,night,0.58,0.503,highly_engaged,beginner,wellness
user_0869,59,90,3515.29,11,7.08,6.85,0.444,550,0.37,37,afternoon,0.685,0.414,moderate,beginner,weight_loss
user_0870,64,90,5079.43,9,8.3,6.91,0.333,650,0.3,30,afternoon,0.723,0.227,moderate,advanced,weight_loss
user_0871,78,90,10111.43,27,13.28,7.22,0.765,2100,1.0,129,evening,0.699,0.646,highly_engaged,intermediate,weight_loss
user_0872,70,90,4870.57,13,7.81,7.06,0.75,1450,0.21,21,evening,0.414,0.346,moderate,advanced,stress_reduction
user_0873,13,90,1806.0,1,0.3,5.83,0.0,0,0.01,1,morning,0.384,0.372,dropout,advanced,wellness
user_0874,64,90,5894.14,11,7.56,6.81,0.5,850,0.5,50,afternoon,0.318,0.357,moderate,intermediate,muscle_gain
user_0875,31,90,2364.43,4,1.47,6.2,0.333,300,0.23,23,evening,0.32,0.313,struggling,beginner,stress_reduction
user_0876,16,90,1867.29,2,0.96,5.73,0.0,0,0.07,7,night,0.662,0.522,dropout,advanced,stress_reduction
user_0877,46,90,2827.0,7,2.91,6.48,0.25,200,0.11,11,night,0.624,0.537,struggling,beginner,stress_reduction
user_0878,58,90,6290.0,9,8.29,6.82,0.5,250,0.4,40,morning,0.86,0.514,moderate,advanced,weight_loss
user_0879,27,90,2578.0,2,1.44,6.33,0.4,500,0.07,7,morning,0.649,0.355,struggling,advanced,stress_reduction
user_0880,35,90,2853.43,6,1.76,6.39,0.333,50,0.08,8,afternoon,0.763,0.439,struggling,intermediate,wellness
user_0881,54,90,6500.71,6,6.29,6.71,0.833,1300,0.52,52,night,0.717,0.353,moderate,beginner,muscle_gain
